season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,year,month,dayofweek,cnt
2,0,5,8,0,1,1,1,0.56,0.5303,0.73,0.2985,2011,5,0,5.978885764901122
2,0,5,13,0,1,1,1,0.68,0.6364,0.51,0.0,2011,5,0,5.3706380281276624
2,0,5,18,0,1,1,3,0.58,0.5455,0.83,0.194,2011,5,0,6.118097198041348
2,0,5,21,0,1,1,1,0.58,0.5455,0.83,0.0,2011,5,0,5.181783550292085
2,0,5,17,0,3,1,1,0.6,0.5909,0.69,0.1343,2011,5,2,6.338594078203183
2,0,5,0,0,4,1,1,0.52,0.5,0.94,0.1045,2011,5,3,3.4011973816621555
2,0,5,6,0,4,1,2,0.5,0.4848,0.94,0.0,2011,5,3,4.6443908991413725
2,0,5,9,0,0,0,1,0.62,0.6061,0.69,0.1045,2011,5,6,5.247024072160486
2,187,5,13,0,1,1,2,0.74,0.6818,0.58,0.4179,2011,5,0,5.3230099791384085
2,0,5,12,0,2,1,1,0.76,0.6818,0.45,0.3881,2011,5,1,5.14166355650266
2,0,5,14,0,2,1,1,0.78,0.697,0.46,0.2836,2011,5,1,5.0369526024136295
2,0,5,7,0,3,1,1,0.62,0.5909,0.73,0.1343,2011,5,2,5.749392985908253
2,0,5,22,0,3,1,1,0.66,0.6212,0.69,0.2537,2011,5,2,5.1647859739235145
2,0,5,2,0,5,1,1,0.68,0.6364,0.61,0.2239,2011,5,4,2.9444389791664403
2,0,5,7,0,6,0,1,0.6,0.5606,0.83,0.2537,2011,5,5,3.9318256327243257
2,0,5,10,0,6,0,1,0.7,0.6515,0.65,0.2239,2011,5,5,5.6240175061873385
2,0,5,18,1,1,0,1,0.86,0.7879,0.41,0.1642,2011,5,0,5.521460917862246
2,0,6,12,0,3,1,1,0.86,0.8333,0.53,0.0,2011,6,2,5.135798437050262
2,0,6,17,0,3,1,1,0.86,0.803,0.47,0.2985,2011,6,2,6.18826412308259
2,0,6,4,0,4,1,1,0.66,0.6212,0.41,0.194,2011,6,3,1.3862943611198906
2,0,6,19,0,4,1,1,0.72,0.6364,0.23170000000000002,0.2985,2011,6,3,5.940171252720432
2,0,6,18,0,5,1,1,0.7,8.448566000000374,0.24,0.2985,2011,6,4,6.336825731146441
2,0,6,20,0,5,1,1,0.64,0.6212,0.29,0.1642,2011,6,4,5.683579767338681
2,0,6,20,0,6,0,2,0.7,0.6515,0.48,0.0896,2011,6,5,5.480638923341991
2,0,6,11,0,0,0,2,0.64,0.6061,0.69,0.1045,2011,6,6,5.817111159963204
2,0,6,23,0,0,0,1,0.62,0.5909,0.78,0.1343,2011,6,6,4.465908118654584
2,0,816,0,0,1,1,1,0.62,0.5909,0.78,0.1343,2011,6,0,3.4011973816621555
2,0,6,6,0,1,1,1,0.58,0.5455,0.88,0.0,2011,6,0,4.727387818712341
2,0,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,2011,6,0,4.718498871295094
2,0,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,2011,6,0,4.983606621708336
2,0,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,2011,6,1,6.052089168924417
2,0,6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,2011,6,2,5.0106352940962555
2,0,6,22,0,3,1,1,0.76,0.7424,0.75,0.1642,2011,6,2,5.176149732573829
2,0,6,4,0,4,1,2,0.72,0.697,0.79,0.0896,2011,6,3,1.9459101490553132
2,0,6,18,0,4,1,1,0.88,0.803,0.39,0.2836,2011,6,3,6.1463292576688975
2,0,6,20,0,5,1,1,0.76,0.7121,0.62,0.1045,2011,6,4,5.5254529391317835
2,0,6,3,0,6,0,1,0.68,0.6364,0.83,0.0896,2011,6,5,3.367295829986474
2,0,6,6,0,0,0,1,0.62,0.5606,0.88,0.1045,2011,6,6,2.70805020110221
2,0,6,12,0,0,0,1,0.82,0.7576,0.46,0.0,2011,6,6,6.042632833682381
2,0,6,15,0,0,0,1,0.8,0.7727,0.59,0.2985,2011,6,6,5.8888779583328805
2,0,6,16,0,2,1,1,0.68,0.6364,0.41,0.194,2011,6,1,5.802118375377063
2,0,6,0,0,3,1,1,0.56,0.5303,0.64,0.3582,2011,6,2,3.970291913552122
2,0,6,11,0,3,1,1,0.68,0.6364,0.36,0.0,2011,6,2,5.10594547390058
2,0,6,12,0,3,1,1,0.7,0.6364,0.34,0.2239,2011,6,2,5.356586274672012
2,0,6,9,0,0,0,2,0.68,0.6364,0.74,0.1045,2011,6,6,5.135798437050262
2,0,6,1,0,1,1,1,0.64,0.5758,0.89,0.0896,2011,6,0,2.5649493574615367
3,0,6,17,0,3,1,2,0.8,0.7576,0.55,0.3881,2011,6,2,6.272877006546167
3,0,6,19,0,3,1,2,0.8,0.7424,0.52,0.2537,2011,6,2,5.8377304471659395
3,0,6,17,0,4,1,2,0.72,0.6818,0.7,0.3582,2011,6,3,6.345636360828596
3,0,6,16,0,0,0,1,0.74,0.6667,0.42,0.194,2011,6,6,6.1224928095143865
3,0,550,21,0,0,0,2,0.7,0.6515,0.54,0.1045,2011,6,6,5.214935757608986
3,0,6,5,0,4,1,1,0.58,8.448566000000374,0.64,0.2537,2011,6,3,3.258096538021482
3,0,7,7,0,5,1,1,0.66,0.6212,0.54,0.1045,2011,7,4,5.497168225293202
3,0,7,5,0,6,0,1,0.58,0.5455,0.73,0.1045,2011,7,5,2.70805020110221
3,0,7,1,0,0,0,2,0.7,0.6515,0.61,0.1642,2011,7,6,4.3694478524670215
3,0,7,2,0,0,0,1,0.7,8.448566000000374,0.58,0.194,2011,7,6,4.248495242049359
3,0,7,15,0,0,0,1,0.84,0.803,0.53,0.2985,2011,7,6,5.932245187448011
3,0,7,17,0,0,0,3,0.8,0.7424,0.49,0.5770170000000012,2011,7,6,5.883322388488279
3,0,7,19,0,0,0,2,0.66,0.6061,0.83,0.194,2011,7,6,5.214935757608986
3,0,7,10,1,1,0,2,0.76,0.697,0.55,0.0896,2011,7,0,5.638354669333745
3,0,7,9,0,3,1,3,0.88,0.6667,0.79,0.194,2011,7,2,5.247024072160486
3,0,7,3,0,4,1,1,0.64,0.5606,0.94,0.1045,2011,7,3,1.6094379124341003
3,0,7,20,0,5,1,81,0.66,0.6061,1.0,0.1642,2011,7,4,5.5254529391317835
3,0,7,0,0,6,0,2,0.66,0.6061,1.0,0.1343,2011,7,5,4.804021044733257
3,0,7,17,0,6,0,1,0.84,0.7273,0.32,0.0,2011,7,5,5.996452088619021
3,0,7,20,0,6,0,1,0.76,0.7121,0.58,0.2239,2011,7,5,5.752572638825633
3,0,7,0,0,0,0,1,0.7,0.6515,0.61,0.1642,2011,7,6,5.043425116919247
3,0,7,1,0,3,1,1,0.76,0.697,0.55,0.0,2011,7,2,2.5649493574615367
3,0,7,23,0,3,1,1,0.66,0.6061,0.83,0.2537,2011,7,2,4.762173934797756
3,0,7,16,0,4,1,1,0.76,0.6667,0.33,0.1343,2011,7,3,5.616771097666572
3,0,7,9,0,6,0,1,0.7,0.6515,1.0,0.2239,2011,7,5,5.407171771460119
3,0,7,12,0,6,0,1,0.76,0.6818,0.43,0.2836,2011,7,5,6.139884552226255
3,0,7,15,0,6,0,1,0.76,0.6818,0.45,0.3284,2011,7,5,6.061456918928017
3,0,7,20,0,0,0,1,0.76,0.7121,0.58,0.2537,2011,7,6,5.572154032177765
3,0,7,8,0,4,1,1,0.74,0.697,0.66,0.1642,2011,7,3,6.124683390894205
3,0,7,13,0,4,1,1,0.86,0.803,0.47,0.2537,2011,7,3,5.030437921392435
3,0,7,19,0,4,1,1,0.82,0.803,0.59,0.194,2011,7,3,5.777652323222656
3,0,7,18,0,6,0,1,0.88,0.7576,0.28,0.194,2011,7,5,5.703782474656201
3,0,7,21,0,6,0,1,0.8,0.7424,0.49,0.5770170000000012,2011,7,5,5.327876168789581
3,0,7,14,0,0,0,1,0.88,0.7727,0.24,0.1642,2011,7,6,5.7899601708972535
3,0,7,23,0,0,0,1,0.74,0.697,0.66,0.2239,2011,7,6,4.2626798770413155
3,0,8,1,0,1,1,1,0.72,0.697,0.74,0.194,2011,8,0,2.8903717578961645
3,0,8,1,0,2,1,1,0.66,0.6212,0.74,0.1045,2011,8,1,2.5649493574615367
3,0,8,12,0,2,1,1,0.86,0.7424,0.3,0.2836,2011,8,1,5.062595033026967
3,0,8,22,0,3,1,3,0.68,0.6364,0.89,0.1045,2011,8,2,4.356708826689592
3,0,8,20,0,6,0,3,0.72,0.697,0.79,0.2836,2011,8,5,4.927253685157205
3,0,8,1,0,0,0,2,0.7,0.6667,0.84,0.2537,2011,8,6,4.30406509320417
3,0,8,9,0,1,1,1,0.76,0.697,0.55,0.3881,2011,8,0,5.214935757608986
3,0,8,12,0,1,1,1,0.82,0.7576,0.46,0.2537,2011,8,0,5.209486152841421
3,0,8,14,0,1,1,1,0.82,0.7424,0.43,0.2985,2011,8,0,5.017279836814924
3,0,8,21,0,1,1,1,0.76,0.7121,0.58,0.0896,2011,8,0,5.231108616854587
3,0,8,2,0,4,1,1,0.66,0.6212,0.54,0.1343,2011,8,3,2.4849066497880004
3,0,8,13,0,5,1,1,0.78,0.6818,0.29,0.0896,2011,8,4,5.537334267018537
3,0,8,19,0,5,1,1,0.74,0.6667,0.42,0.2239,2011,8,4,5.955837369464831
3,0,8,21,0,5,1,1,0.7,0.6515,0.48,0.1343,2011,8,4,5.424950017481403
3,0,8,1,0,2,1,1,0.64,0.6061,0.69,0.1642,2011,8,1,2.833213344056216
3,0,8,14,0,2,1,1,0.76,0.6818,0.45,0.4179,2011,8,1,5.209486152841421
3,0,8,21,0,3,1,1,0.72,0.6818,0.62,0.2239,2011,8,2,5.442417710521793
3,0,8,9,0,4,1,1,0.72,0.6818,0.66,0.2537,2011,8,3,5.43372200355424
3,0,8,3,0,5,1,1,0.64,0.5909,0.78,0.0,2011,8,4,1.3862943611198906
3,0,8,13,0,6,0,1,0.76,0.697,0.55,0.1343,2011,8,5,5.937536205082426
3,0,8,15,0,6,0,1,0.8,0.7273,0.43,0.194,2011,8,5,5.968707559985366
3,0,8,18,0,6,0,1,0.76,0.7121,0.58,0.2537,2011,8,5,5.978885764901122
3,0,8,16,0,0,0,1,0.72,0.697,0.79,0.1642,2011,8,6,5.556828061699537
3,0,8,23,0,3,1,1,0.68,0.6364,0.69,0.2985,2011,8,2,4.2626798770413155
3,0,8,5,0,5,1,2,0.62,0.5606,0.88,0.0,2011,8,4,3.295836866004329
3,0,8,0,0,6,0,1,0.7,0.6667,0.84,0.1045,2011,8,5,4.983606621708336
3,0,8,206,0,0,0,3,0.62,0.5758,0.83,0.3582,2011,8,6,0.6931471805599453
3,0,8,1,0,2,1,1,0.56,0.5303,0.68,0.1045,2011,8,1,2.6390573296152584
3,0,8,9,0,2,1,1,0.66,0.6212,0.5,0.2239,2011,8,1,5.389071729816501
3,0,8,5,0,3,1,1,0.54,0.5152,0.83,0.0896,2011,8,2,3.332204510175204
3,0,8,21,0,3,1,1,0.66,0.6212,0.61,0.0896,2011,8,2,5.308267697401205
3,0,8,23,0,3,1,1,0.6,0.5758,0.78,0.1045,2011,8,2,4.442651256490317
3,0,9,1,0,5,1,3,0.62,0.5909,0.73,0.1045,2011,9,4,3.4965075614664802
3,0,9,6,1,1,0,2,0.66,0.6212,0.74,0.1343,2011,9,0,2.4849066497880004
3,0,9,7,0,2,1,2,0.54,0.5152,0.83,0.3582,2011,9,1,5.153291594497779
3,0,9,9,0,3,1,3,0.6,0.5455,0.88,0.1343,2011,9,2,5.25227342804663
3,0,9,18,0,3,1,3,0.64,0.5758,0.89,0.0,2011,9,2,5.472270673671475
3,0,9,13,0,270,1,1,0.7,0.6667,0.79,0.0896,2011,9,4,4.812184355372417
3,0,9,14,0,5,1,1,0.72,0.697,0.74,0.0896,2011,9,4,5.003946305945459
3,0,9,23,0,5,1,1,0.62,0.5455,0.94,0.0896,2011,9,4,5.003946305945459
3,0,9,3,0,2,1,1,0.58,0.5455,0.83,0.0,2011,9,1,1.6094379124341003
3,0,9,16,0,3,1,1,0.76,0.697,0.52,0.2836,2011,9,2,5.627621113690637
3,0,9,5,0,5,1,1,0.38,0.3939,0.76,0.194,2011,9,4,3.4965075614664802
3,0,9,11,0,5,1,2,0.5,0.4848,0.51,0.1343,2011,9,4,5.19295685089021
3,0,9,0,0,6,0,1,0.46,0.4545,0.72,0.1642,2011,9,5,4.6913478822291435
3,0,9,8,0,6,0,2,0.46,0.4545,0.77,0.2537,2011,9,5,4.6913478822291435
3,0,9,0,0,1,1,630,0.52,0.5,0.72,0.1642,2011,9,0,3.6375861597263857
3,0,9,8,0,1,1,2,0.52,0.5,0.77,0.1343,2011,9,0,6.042632833682381
3,0,9,11,0,1,1,2,0.58,0.5455,0.64,0.1642,2011,9,0,4.941642422609304
3,0,9,17,0,2,1,1,0.6,0.5606,0.83,0.1045,2011,9,1,6.238324625039508
3,0,9,9,0,4,1,2,0.62,0.5455,0.94,0.194,2011,9,3,5.318119993844216
4,0,9,16,0,5,1,3,0.62,0.5455,0.94,0.0,2011,9,4,4.04305126783455
4,0,9,4,0,803,0,1,0.56,0.5303,0.94,0.1045,2011,9,5,2.1972245773362196
4,0,9,14,0,0,0,2,0.66,0.6061,0.78,0.0,2011,9,6,5.8522024797744745
4,0,9,2,0,1,1,2,0.62,0.5606,0.88,0.1045,2011,9,0,2.1972245773362196
4,0,9,15,0,3,1,1,0.7,0.6515,0.7,0.1343,2011,9,2,5.204006687076795
4,0,9,12,0,4,1,1,0.66,0.6212,0.61,0.1642,2011,9,3,5.278114659230517
4,0,9,2,0,5,1,1,0.52,0.5,0.83,0.1045,2011,9,4,2.772588722239781
4,0,10,4,0,0,0,2,0.34,0.3182,0.87,0.2537,2011,10,6,2.0794415416798357
4,0,10,11,0,1,1,2,0.4,0.4091,0.71,0.2239,2011,10,0,4.844187086458591
4,0,10,2,0,2,1,2,0.4,0.4091,0.87,0.0,2011,10,1,1.3862943611198906
4,0,10,23,0,3,1,1,0.5,0.4848,0.77,0.1045,2011,10,2,4.30406509320417
4,0,10,13,0,5,1,1,0.6,0.6212,0.46,0.0,2011,10,4,5.723585101952381
4,0,10,19,0,5,1,1,0.56,0.5303,0.52,0.0,2011,10,4,5.68697535633982
4,0,10,21,0,5,1,1,0.5,0.4848,0.68,0.0,2011,10,4,5.117993812416755
4,0,10,9,0,0,0,1,0.5,0.4848,0.77,0.0,2011,10,6,5.225746673713202
4,0,10,22,1,1,0,1,0.56,0.5303,0.88,0.0896,2011,10,0,4.844187086458591
4,0,10,2,0,3,1,2,0.56,0.5303,0.83,0.2836,2011,10,2,1.0986122886681098
4,0,10,7,0,4,1,3,0.54,0.5152,1.0,0.1343,2011,10,3,4.406719247264253
4,0,10,2,0,6,0,1,0.46,0.4545,0.59,0.194,2011,10,5,4.04305126783455
4,0,10,12,0,6,0,1,0.58,0.5455,0.35,0.5522,2011,10,5,6.124683390894205
4,0,10,17,0,6,0,1,0.58,0.5455,0.32,0.2836,2011,10,5,6.091309882077698
4,0,10,7,0,0,0,1,0.4,0.4091,0.62,0.1343,2011,10,6,3.8918202981106265
4,0,10,14,0,0,0,1,0.6,0.6212,0.4,0.2985,2011,10,6,6.137727054086234
4,0,10,13,0,1,1,1,0.56,0.5303,0.46,0.0896,2011,10,0,5.327876168789581
4,0,10,3,0,2,1,1,0.44,0.4394,0.94,0.0896,2011,10,1,0.6931471805599453
4,0,10,21,0,2,1,2,0.54,0.5152,0.68,0.1343,2011,10,1,5.332718793265369
